data/circles/circles_sep_factor_0.4_2000_seed=21.csv,x,y,label
0,0.9896071500988936,-0.02223921007088494,0
1,1.208339620672963,-0.24506471484743847,0
2,1.1489985805032692,-0.3296447122621818,0
3,0.9586494760359556,-0.028065818526037425,0
4,1.2253129980453867,0.022604905117772356,0
5,0.8768665029830913,0.3061484590302116,0
6,1.321487867928258,-0.10015547157824278,0
7,1.1374176768083042,-0.045655002197406196,0
8,1.0312054499654535,0.10169014500540674,0
9,0.7433103782487378,0.06931942146715467,0
10,0.7856554047806871,-0.13508315918447195,0
11,0.9060678611623362,-0.32777629715406503,0
12,0.7018704758615252,0.12168739745997012,0
13,1.1254977829226318,0.25201515062135543,0
14,0.9033298654262124,0.22728651605451955,0
15,1.3091383999275314,0.3298195544903172,0
16,0.7181596432657573,-0.24910504421510085,0
17,1.0748455486441697,0.35550771386755425,0
18,0.9888440401124792,0.3033699265213009,0
19,1.0418753929747837,0.16391658800627515,0
20,1.0514509407534678,0.169483910854956,0
21,0.9066474644915586,0.5006873817791824,0
22,1.1744843394578115,0.02620704469464742,0
23,0.9325311106860426,-0.06424254450878342,0
24,1.0847256298445078,-0.13524993184005352,0
25,0.9210350568063254,0.3058961635765237,0
26,1.0987318698814583,0.2773789524667632,0
27,0.7494684914223891,0.321763461389485,0
28,0.9576873378508415,0.4399505941248184,0
29,0.928159675851144,0.5171159584897296,0
30,1.0653196255384532,0.33691763537585784,0
31,0.9025844362242861,0.11228465358167267,0
32,0.9026858580140817,0.3998904159290936,0
33,0.8890444179059254,0.18264580509817308,0
34,1.211071046576926,0.31512990061899776,0
35,0.9243433158221273,0.27515240414321646,0
36,0.6936088026632574,-0.07754570987184137,0
37,1.0599600899457968,0.7813900861169075,0
38,1.3737902945839624,0.7404786700646375,0
39,1.084214111680657,0.1372961297543733,0
40,1.1822277919822222,0.009781213338409256,0
41,0.3950638905853059,0.3396121308277603,0
42,1.1721041657365014,0.40188222180263,0
43,1.2737766830048527,0.4199858786796584,0
44,1.031289427966799,0.06218847444792841,0
45,0.9343959324055165,0.0427042142961995,0
46,0.8847557516798941,0.665567248388325,0
47,0.9987534964804078,0.36637672890162276,0
48,0.8160773846003762,0.8176042372588841,0
49,0.5563237758444325,0.11766253794440615,0
50,1.1402357299110635,0.1589001636263778,0
51,0.7902441363013153,0.41666618474240164,0
52,1.096780137522856,0.45747045179782697,0
53,0.7738290114748045,0.47754366640074164,0
54,0.7010355363280953,0.1493130965928345,0
55,0.7415157493322305,0.4042773013367745,0
56,0.8682911897370497,0.15428255183774073,0
57,0.9428485754136869,0.14584376305234775,0
58,0.833356491160974,0.29403185514655195,0
59,0.8184934949649194,0.1610535136880333,0
60,0.6801923960184373,0.5878424557166582,0
61,0.5139195535839038,0.43353526796702324,0
62,0.7640636742588675,0.23821577509846997,0
63,0.5660659353343617,0.37947408291252405,0
64,0.8092715527246696,0.6031674877273825,0
65,0.8045922040052815,0.17918006784588725,0
66,0.6750153339738321,0.5942690220532874,0
67,1.026271234512997,0.3388147213315825,0
68,1.2418782465102214,0.4676326871916862,0
69,0.8486180942516178,0.5236852689069951,0
70,0.6846025695448257,0.4458534150553638,0
71,0.6756829162938726,0.5466116580016098,0
72,1.0259987877235648,0.4152486665065306,0
73,1.1119868031727342,0.30216449411390933,0
74,1.0015974196702324,0.423483364473877,0
75,0.6600337852793622,0.5915730418731272,0
76,1.2278118072551334,1.078476170237028,0
77,0.9037129044080141,0.5613103756598289,0
