data/circles/circles_sep_factor_0.4_2000.csv,x,y,label
0,1.0993428306022466,-0.027652860234236933,0
1,1.1295179684762755,0.31088911524716406,0
2,0.9530903692591489,-0.0342613515064835,0
3,1.3156649154822873,0.17233538554598993,0
4,0.9057893120963095,0.1336421041605304,0
5,0.9068230218032391,-0.06173519163592309,0
6,1.047681926953796,-0.34496586626162506,0
7,0.6540493681755182,-0.06848938753032963,0
8,0.7961707325391327,0.11309378469882433,0
9,0.8167967350047328,-0.22594220578503377,0
10,1.2911564822125823,0.017635259432006237,0
11,1.01111814729881,-0.21588961152828556,0
12,0.8882823553555774,0.09751132346990594,0
13,0.7664672125495693,0.15673021523729194,0
14,0.8760058711594115,0.02951244659208782,0
15,0.8752206421572006,0.4645639502203019,0
16,0.9922515720337134,-0.11118047093996519,0
17,1.1588097728176368,-0.13755757571894456,0
18,1.0353840295209595,-0.2790776399024735,0
19,0.7272453947901276,0.15846940726869446,0
20,1.1398080173135599,0.15960688980229837,0
21,0.9681779745918585,0.07134361997442475,0
22,0.6947570276231657,-0.006178550994303644,0
23,0.8974483644106934,0.3554352277960353,0
24,1.0573754026516062,-0.20238244195178973,0
25,1.0525051344740968,0.07941800895696756,0
26,0.8513015441466762,0.28497242296305714,0
27,1.1918444996481883,0.3550894685359736,0
28,0.8167208298846776,0.11318058380503315,0
29,1.0496978912760424,0.3763147890516092,0
30,0.8864524031596307,0.1502495192529612,0
31,0.7598235226421284,-0.0456918567652739,0
32,1.1423602168630864,0.4709579862285716,0
33,0.9641788800094053,0.40656918834828615,0
34,1.0495953285777202,0.08298315900102976,0
35,1.0481958830404303,0.5257505546897364,0
36,0.9673616649645869,0.5371994921121824,0
37,0.4491494901641776,0.3947699275516353,0
38,0.9890411465623082,0.1766975269305512,0
39,0.9884787517972062,-0.15491455212477115,0
40,0.9246487835611287,0.3201124014672041,0
41,1.2625802967107382,0.1511166820286527,0
42,0.8036829182546363,0.16049009757298963,0
43,1.1468041018304245,0.3326522112523125,0
44,0.8560756308326781,0.3756054221399964,0
45,0.9797091955465511,0.4727201041458071,0
46,0.8181111702419054,0.21948683315042244,0
47,0.878290420932399,-0.0016668227981518902,0
48,1.0140886001595582,0.3492526360130128,0
49,0.9540020328457111,0.25611784295774453,0
50,0.6679823678850707,0.22488792982187558,0
51,0.8805532416849406,0.15453106581098097,0
52,0.9148411626615425,0.4017537811701172,0
53,1.322300255421911,0.36180359222131026,0
54,0.9945006140374173,0.3179303613697532,0
55,0.5571265258944171,0.33343514515544803,0
56,0.9507798996420793,0.8372913456715743,0
57,0.8980776937919678,0.41084378865798155,0
58,0.9273865885155633,0.12267627118934432,0
59,1.160635675361215,0.5126619732419005,0
60,1.0879828752968608,0.1862470617257302,0
61,1.2080040155218812,0.09358899317934427,0
62,1.042448625594512,0.8178702206837969,0
63,0.7245654748439772,0.27232444635684216,0
64,0.9401621203833986,0.2906785360139626,0
65,0.6076219394707546,0.4108604855959861,0
66,0.7027804298756966,0.49762492184069895,0
67,0.7288067405567421,0.718635955739857,0
68,0.7534553122177482,0.349963277752149,0
69,1.0701878680150507,0.1739128651250152,0
70,0.9503190393868455,0.6872078424215583,0
